"ITEM","DESC","CONTAINER","MASS","GRADE","COUNT","LOW PRICE","HIGH PRICE","AVERAGE PRICE"
"TOMS","TOMATOES","B6 CARTON","6.00","2Z","","30","60","33.21"
"TOMS","TOMATOES","JUMBO B9","9.00","1R","","30","70","42.52"
"TOMS","TOMATOES","JUMBO B9","9.00","1S","","50","70","54.80"
"TOMS","TOMATOES","JUMBO B9","9.00","2R","","30","216","38.73"
"TOMS","TOMATOES","DOMPEL JUMBLE","10.00","1L","","70","90","81.60"
"TOMS","TOMATOES","DOMPEL JUMBLE","10.00","1M","","20","110","77.14"
"TOMS","TOMATOES","DOMPEL JUMBLE","10.00","1S","","20","70","45.15"
"TOMS","TOMATOES","DOMPEL JUMBLE","10.00","2L","","45","45","45.00"
"TOMS","TOMATOES","DOMPEL JUMBLE","10.00","2M","","45","100","68.71"
"TOMS","TOMATOES","DOMPEL JUMBLE","10.00","2S","","20","90","31.20"
"TOMS","TOMATOES","DOMPEL JUMBLE","10.00","3S","","20","60","34.30"
"TOMS","TOMATOES","CRATE","20.00","1M","","70","70","70.00"
"TOMS","TOMATOES","CRATE","20.00","2L","","30","30","30.00"
"TOMS","TOMATOES","CRATE","20.00","2M","","80","100","81.40"
"TOMS","TOMATOES","CRATE","20.00","2R","","20","20","20.00"
"TOSA","TOMATOES SPANISH SANTE","PUNNET EACH (200G)","0.20","1S","","6","10","6.08"
"VGMS","Vegetables Miscellaneous","Banana box (5kg)","5.00","","","40","40","40.00"
"VGMS","Vegetables Miscellaneous","Bag (5kg)","5.00","","","90","90","90.00"
"WOOD","Firewood","BAG (15KG)","15.00","","","67","67","67.50"
